Time [s],Value,Parity Error,Framing Error
1.202466125000000,0x00,,
1.203039125000000,0x00,,
1.203612125000000,0x00,,
1.204185125000000,0x90,,
1.204758000000000,0x00,,
1.205331000000000,0x00,,
1.205904000000000,0x00,,
1.206477000000000,0x00,,
1.207049875000000,0x00,,
1.207623000000000,0x90,,
1.208195875000000,0x00,,
1.208768875000000,0x00,,
1.209341875000000,0x00,,
1.209914875000000,0x00,,
1.210487750000000,0x00,,
1.211060750000000,0x90,,
1.211633750000000,0x00,,
1.212206625000000,0x00,,
1.212779750000000,0x00,,
1.213352625000000,0x00,,
1.213925625000000,0x00,,
1.214498625000000,0x90,,
1.215071625000000,0x00,,
1.215644625000000,0x00,,
1.216217625000000,0x00,,
1.216790500000000,0x00,,
1.217363500000000,0x00,,
1.217936500000000,0xEE,,
1.218509375000000,0x7E,,
1.229544750000000,0x7E,,
1.230181750000000,0x21,,
1.230838375000000,0x7E,,
1.232199000000000,0x7E,,
1.232772000000000,0xA1,,
1.233345000000000,0x1F,,
1.233917875000000,0x90,,
1.234490875000000,0x00,,
1.235063875000000,0x00,,
1.235636750000000,0x00,,
1.236209875000000,0x00,,
1.236782750000000,0x00,,
1.237355750000000,0x90,,
1.237928750000000,0x00,,
1.238501750000000,0x00,,
1.239074750000000,0x00,,
1.239647625000000,0x00,,
1.240220625000000,0x00,,
1.240793625000000,0x90,,
1.241366625000000,0x00,,
1.241939625000000,0x00,,
1.242512625000000,0x00,,
1.243085625000000,0x00,,
1.243658500000000,0x00,,
1.244231500000000,0x90,,
1.244804500000000,0x00,,
1.245377500000000,0x00,,
1.245950500000000,0x00,,
1.246523375000000,0x00,,
1.247096375000000,0x00,,
1.247669375000000,0x90,,
1.248242250000000,0x00,,
1.248815250000000,0x00,,
1.249388250000000,0x00,,
1.249961250000000,0x00,,
1.250534250000000,0x00,,
1.251107250000000,0xD1,,
1.251680250000000,0x7E,,
1.262715625000000,0x7E,,
1.263354250000000,0x21,,
1.264010750000000,0x7E,,
1.265369750000000,0x7E,,
1.265942625000000,0xA1,,
1.266515625000000,0x1E,,
1.267088625000000,0x90,,
1.267661625000000,0x00,,
1.268234500000000,0x00,,
1.268807625000000,0x00,,
1.269380500000000,0x00,,
1.269953500000000,0x00,,
1.270526500000000,0x90,,
1.271099500000000,0x00,,
1.271672500000000,0x00,,
1.272245375000000,0x00,,
1.272818375000000,0x00,,
1.273391375000000,0x00,,
1.273964375000000,0x90,,
1.274537375000000,0x00,,
1.275110250000000,0x00,,
1.275683250000000,0x00,,
1.276256250000000,0x00,,
1.276829250000000,0x00,,
1.277402125000000,0x90,,
1.277975125000000,0x00,,
1.278548125000000,0x00,,
1.279121125000000,0x00,,
1.279694125000000,0x00,,
1.280267000000000,0x00,,
1.280840000000000,0x90,,
1.281413000000000,0x00,,
1.281986000000000,0x00,,
1.282559000000000,0x00,,
1.283131875000000,0x00,,
1.283704875000000,0x00,,
1.284277875000000,0xD0,,
1.284850875000000,0x7E,,
1.295888125000000,0x7E,,
1.296528250000000,0x21,,
1.297184750000000,0x7E,,
1.298582750000000,0x7E,,
1.299155625000000,0xA1,,
1.299728750000000,0x1D,,
1.300301750000000,0x90,,
1.300874625000000,0x00,,
1.301447625000000,0x00,,
1.302020625000000,0x00,,
1.302593625000000,0x00,,
1.303166625000000,0x00,,
1.303739500000000,0x90,,
1.304312500000000,0x00,,
1.304885500000000,0x00,,
1.305458500000000,0x00,,
1.306031375000000,0x00,,
1.306604375000000,0x00,,
1.307177375000000,0x90,,
1.307750375000000,0x00,,
1.308323375000000,0x00,,
1.308896375000000,0x00,,
1.309469250000000,0x00,,
1.310042250000000,0x00,,
1.310615250000000,0x90,,
1.311188125000000,0x00,,
1.311761250000000,0x00,,
1.312334125000000,0x00,,
1.312907125000000,0x00,,
1.313480125000000,0x00,,
1.314053000000000,0x90,,
1.314626000000000,0x00,,
1.315199000000000,0x00,,
1.315772000000000,0x00,,
1.316345000000000,0x00,,
1.316918000000000,0x00,,
1.317490875000000,0xD3,,
1.318064000000000,0x7E,,
1.329097750000000,0x7E,,
1.329733250000000,0x21,,
1.330393125000000,0x7E,,
1.331753500000000,0x7E,,
1.332326375000000,0xA1,,
1.332899375000000,0x1C,,
1.333472375000000,0x90,,
1.334045375000000,0x00,,
1.334618250000000,0x00,,
1.335191250000000,0x00,,
1.335764250000000,0x00,,
1.336337250000000,0x00,,
1.336910250000000,0x90,,
1.337483250000000,0x00,,
1.338056250000000,0x00,,
1.338629125000000,0x00,,
1.339202125000000,0x00,,
1.339775125000000,0x00,,
1.340348125000000,0x90,,
1.340921000000000,0x00,,
1.341494000000000,0x00,,
1.342067000000000,0x00,,
1.342640000000000,0x00,,
1.343212875000000,0x00,,
1.343786000000000,0x90,,
1.344358875000000,0x00,,
1.344931875000000,0x00,,
1.345504875000000,0x00,,
1.346077875000000,0x00,,
1.346650750000000,0x00,,
1.347223750000000,0x90,,
1.347796750000000,0x00,,
1.348369750000000,0x00,,
1.348942625000000,0x00,,
1.349515625000000,0x00,,
1.350088750000000,0x00,,
1.350661625000000,0xD2,,
1.351234625000000,0x7E,,
1.362270375000000,0x7E,,
1.362907375000000,0x21,,
1.363567250000000,0x7E,,
1.364930625000000,0x7E,,
1.365503625000000,0xA1,,
1.366076625000000,0x1B,,
1.366649625000000,0x90,,
1.367222500000000,0x00,,
1.367795500000000,0x00,,
1.368368500000000,0x00,,
1.368941500000000,0x00,,
1.369514500000000,0x00,,
1.370087375000000,0x90,,
1.370660375000000,0x00,,
1.371233375000000,0x00,,
1.371806375000000,0x00,,
1.372379375000000,0x00,,
1.372952375000000,0x00,,
1.373525250000000,0x90,,
1.374098250000000,0x00,,
1.374671250000000,0x00,,
1.375244250000000,0x00,,
1.375817250000000,0x00,,
1.376390125000000,0x00,,
1.376963250000000,0x90,,
1.377536125000000,0x00,,
1.378109000000000,0x00,,
1.378682125000000,0x00,,
1.379255000000000,0x00,,
1.379828000000000,0x00,,
1.380401000000000,0x90,,
1.380973875000000,0x00,,
1.381547000000000,0x00,,
1.382119875000000,0x00,,
1.382692875000000,0x00,,
1.383265875000000,0x00,,
1.383838875000000,0xD5,,
1.384411875000000,0x7E,,
1.395444375000000,0x7E,,
1.396083125000000,0x21,,
1.396738000000000,0x7E,,
1.398091625000000,0x7E,,
1.398664625000000,0xA1,,
1.399237500000000,0x1A,,
1.399810500000000,0x90,,
1.400383500000000,0x00,,
1.400956500000000,0x00,,
1.401529375000000,0x00,,
1.402102375000000,0x00,,
1.402675375000000,0x00,,
1.403248375000000,0x90,,
1.403821375000000,0x00,,
1.404394375000000,0x00,,
1.404967250000000,0x00,,
1.405540250000000,0x00,,
1.406113250000000,0x00,,
1.406686250000000,0x90,,
1.407259125000000,0x00,,
1.407832125000000,0x00,,
1.408405125000000,0x00,,
1.408978125000000,0x00,,
1.409551125000000,0x00,,
1.410124000000000,0x90,,
1.410697000000000,0x00,,
1.411270000000000,0x00,,
1.411843000000000,0x00,,
1.412416000000000,0x00,,
1.412989000000000,0x00,,
1.413561875000000,0x90,,
1.414134875000000,0x00,,
1.414707875000000,0x00,,
1.415280875000000,0x00,,
1.415853875000000,0x00,,
1.416426875000000,0x00,,
1.416999750000000,0xD4,,
1.417572750000000,0x7E,,
1.428608750000000,0x7E,,
1.429247500000000,0x21,,
1.429904000000000,0x7E,,
1.431262375000000,0x7E,,
1.431835250000000,0xA1,,
1.432408250000000,0x19,,
1.432981250000000,0x90,,
1.433554250000000,0x00,,
1.434127250000000,0x00,,
1.434700125000000,0x00,,
1.435273125000000,0x00,,
1.435846125000000,0x00,,
1.436419125000000,0x90,,
1.436992125000000,0x00,,
1.437565000000000,0x00,,
1.438138000000000,0x00,,
1.438711000000000,0x00,,
1.439284000000000,0x00,,
1.439857000000000,0x90,,
1.440429875000000,0x00,,
1.441002875000000,0x00,,
1.441575875000000,0x00,,
1.442148875000000,0x00,,
1.442721750000000,0x00,,
1.443294750000000,0x90,,
1.443867750000000,0x00,,
1.444440625000000,0x00,,
1.445013750000000,0x00,,
1.445586625000000,0x00,,
1.446159625000000,0x00,,
1.446732750000000,0x90,,
1.447305625000000,0x00,,
1.447878500000000,0x00,,
1.448451625000000,0x00,,
1.449024500000000,0x00,,
1.449597500000000,0x00,,
1.450170500000000,0xD7,,
1.450743500000000,0x7E,,
1.461781250000000,0x7E,,
1.462419875000000,0x21,,
1.463076500000000,0x7E,,
1.464374375000000,0x7E,,
1.464947375000000,0xA1,,
1.465520375000000,0x18,,
1.466093375000000,0x90,,
1.466666375000000,0x00,,
1.467239250000000,0x00,,
1.467812250000000,0x00,,
1.468385250000000,0x00,,
1.468958250000000,0x00,,
1.469531250000000,0x90,,
1.470104125000000,0x00,,
1.470677125000000,0x00,,
1.471250125000000,0x00,,
1.471823125000000,0x00,,
1.472396125000000,0x00,,
1.472969125000000,0x90,,
1.473542000000000,0x00,,
1.474115000000000,0x00,,
1.474688000000000,0x00,,
1.475261000000000,0x00,,
1.475834000000000,0x00,,
1.476406875000000,0x90,,
1.476979875000000,0x00,,
1.477552875000000,0x00,,
1.478125750000000,0x00,,
1.478698750000000,0x00,,
1.479271750000000,0x00,,
1.479844750000000,0x90,,
1.480417750000000,0x00,,
1.480990625000000,0x00,,
1.481563625000000,0x00,,
1.482136625000000,0x00,,
1.482709625000000,0x00,,
1.483282625000000,0xD6,,
1.483855625000000,0x7E,,
1.494892000000000,0x7E,,
1.495532250000000,0x21,,
1.496188875000000,0x7E,,
1.497483250000000,0x7E,,
1.498056250000000,0xA1,,
1.498629250000000,0x17,,
1.499202250000000,0x90,,
1.499775250000000,0x00,,
1.500348125000000,0x00,,
1.500921125000000,0x00,,
1.501494125000000,0x00,,
1.502067125000000,0x00,,
1.502640000000000,0x90,,
1.503213000000000,0x00,,
1.503786000000000,0x00,,
1.504358875000000,0x00,,
1.504932000000000,0x00,,
1.505504875000000,0x00,,
1.506077875000000,0x90,,
1.506650875000000,0x00,,
1.507223875000000,0x00,,
1.507796750000000,0x00,,
1.508369750000000,0x00,,
1.508942875000000,0x00,,
1.509515750000000,0x90,,
1.510088750000000,0x00,,
1.510661750000000,0x00,,
1.511234625000000,0x00,,
1.511807625000000,0x00,,
1.512380625000000,0x00,,
1.512953625000000,0x90,,
1.513526625000000,0x00,,
1.514099500000000,0x00,,
1.514672500000000,0x00,,
1.515245500000000,0x00,,
1.515818500000000,0x00,,
1.516391500000000,0xD9,,
1.516964500000000,0x7E,,
1.527997875000000,0x7E,,
1.528636500000000,0x21,,
1.529296375000000,0x7E,,
1.530650750000000,0x7E,,
1.531223750000000,0xA1,,
1.531796625000000,0x16,,
1.532369625000000,0x90,,
1.532942625000000,0x00,,
1.533515625000000,0x00,,
1.534088500000000,0x00,,
1.534661500000000,0x00,,
1.535234500000000,0x00,,
1.535807500000000,0x90,,
1.536380500000000,0x00,,
1.536953375000000,0x00,,
1.537526500000000,0x00,,
1.538099375000000,0x00,,
1.538672375000000,0x00,,
1.539245250000000,0x90,,
1.539818375000000,0x00,,
1.540391250000000,0x00,,
1.540964250000000,0x00,,
1.541537250000000,0x00,,
1.542110250000000,0x00,,
1.542683250000000,0x90,,
1.543256125000000,0x00,,
1.543829250000000,0x00,,
1.544402125000000,0x00,,
1.544975125000000,0x00,,
1.545548125000000,0x00,,
1.546121000000000,0x90,,
1.546694125000000,0x00,,
1.547267000000000,0x00,,
1.547840000000000,0x00,,
1.548413000000000,0x00,,
1.548985875000000,0x00,,
1.549558875000000,0xD8,,
1.550131875000000,0x7E,,
1.561168750000000,0x7E,,
1.561807375000000,0x21,,
1.562464000000000,0x7E,,
1.563821500000000,0x7E,,
1.564394375000000,0xA1,,
1.564967375000000,0x15,,
1.565540375000000,0x90,,
1.566113375000000,0x00,,
1.566686375000000,0x00,,
1.567259250000000,0x00,,
1.567832250000000,0x00,,
1.568405250000000,0x00,,
1.568978250000000,0x90,,
1.569551250000000,0x00,,
1.570124125000000,0x00,,
1.570697125000000,0x00,,
1.571270000000000,0x00,,
1.571843125000000,0x00,,
1.572416125000000,0x90,,
1.572989125000000,0x00,,
1.573562000000000,0x00,,
1.574135000000000,0x00,,
1.574708000000000,0x00,,
1.575280875000000,0x00,,
1.575854000000000,0x90,,
1.576426875000000,0x00,,
1.576999875000000,0x00,,
1.577572750000000,0x00,,
1.578145750000000,0x00,,
1.578718750000000,0x00,,
1.579291750000000,0x90,,
1.579864750000000,0x00,,
1.580437625000000,0x00,,
1.581010625000000,0x00,,
1.581583625000000,0x00,,
1.582156625000000,0x00,,
1.582729625000000,0xDB,,
1.583302500000000,0x7E,,
1.594341250000000,0x7E,,
1.594979875000000,0x21,,
1.595634875000000,0x7E,,
1.596992125000000,0x7E,,
1.597565125000000,0xA1,,
1.598138125000000,0x14,,
1.598711000000000,0x90,,
1.599284000000000,0x00,,
1.599857000000000,0x00,,
1.600430000000000,0x00,,
1.601002875000000,0x00,,
1.601575875000000,0x00,,
1.602148875000000,0x90,,
1.602721875000000,0x00,,
1.603294875000000,0x00,,
1.603867875000000,0x00,,
1.604440875000000,0x00,,
1.605013750000000,0x00,,
1.605586750000000,0x90,,
1.606159750000000,0x00,,
1.606732750000000,0x00,,
1.607305625000000,0x00,,
1.607878625000000,0x00,,
1.608451625000000,0x00,,
1.609024500000000,0x90,,
1.609597625000000,0x00,,
1.610170625000000,0x00,,
1.610743500000000,0x00,,
1.611316500000000,0x00,,
1.611889500000000,0x00,,
1.612462375000000,0x90,,
1.613035375000000,0x00,,
1.613608375000000,0x00,,
1.614181375000000,0x00,,
1.614754375000000,0x00,,
1.615327375000000,0x00,,
1.615900375000000,0xDA,,
1.616473250000000,0x7E,,
1.627505500000000,0x7E,,
1.628144125000000,0x21,,
1.628800750000000,0x7E,,
1.630159625000000,0x7E,,
1.630732500000000,0xA1,,
1.631305500000000,0x13,,
1.631878500000000,0x90,,
1.632451500000000,0x00,,
1.633024500000000,0x00,,
1.633597375000000,0x00,,
1.634170500000000,0x00,,
1.634743375000000,0x00,,
1.635316375000000,0x90,,
1.635889375000000,0x00,,
1.636462375000000,0x00,,
1.637035250000000,0x00,,
1.637608250000000,0x00,,
1.638181250000000,0x00,,
1.638754125000000,0x90,,
1.639327125000000,0x00,,
1.639900125000000,0x00,,
1.640473125000000,0x00,,
1.641046125000000,0x00,,
1.641619000000000,0x00,,
1.642192000000000,0x90,,
1.642765000000000,0x00,,
1.643338000000000,0x00,,
1.643911000000000,0x00,,
1.644483875000000,0x00,,
1.645056875000000,0x00,,
1.645629875000000,0x90,,
1.646202875000000,0x00,,
1.646775875000000,0x00,,
1.647348875000000,0x00,,
1.647921750000000,0x00,,
1.648494750000000,0x00,,
1.649067750000000,0xDD,,
1.649640750000000,0x7E,,
1.662849250000000,0x7E,,
1.663489500000000,0x21,,
1.664146000000000,0x7E,,
1.665472375000000,0x7E,,
1.666045375000000,0xA1,,
1.666618375000000,0x12,,
1.667191375000000,0x10,,
1.667764375000000,0x00,,
1.668337375000000,0x00,,
1.668910250000000,0x00,,
1.669483250000000,0x00,,
1.670056250000000,0x00,,
1.670629250000000,0x10,,
1.671202125000000,0x00,,
1.671775125000000,0x00,,
1.672348125000000,0x00,,
1.672921125000000,0x00,,
1.673494000000000,0x00,,
1.674067000000000,0x10,,
1.674640000000000,0x00,,
1.675213000000000,0x00,,
1.675786000000000,0x00,,
1.676359000000000,0x00,,
1.676932000000000,0x00,,
1.677504875000000,0x10,,
1.678077875000000,0x00,,
1.678650875000000,0x00,,
1.679223875000000,0x00,,
1.679796875000000,0x00,,
1.680369750000000,0x00,,
1.680942750000000,0x10,,
1.681515750000000,0x00,,
1.682088750000000,0x00,,
1.682661625000000,0x00,,
1.683234625000000,0x00,,
1.683807625000000,0x00,,
1.684380500000000,0x5C,,
1.684953625000000,0x7E,,
1.695987500000000,0x7E,,
1.696626125000000,0x21,,
1.697286125000000,0x7E,,
1.698643125000000,0x7E,,
1.699216125000000,0xA1,,
1.699789125000000,0x11,,
1.700362000000000,0x10,,
1.700935000000000,0x00,,
1.701508000000000,0x00,,
1.702081000000000,0x00,,
1.702654000000000,0x00,,
1.703226875000000,0x00,,
1.703800000000000,0x10,,
1.704372875000000,0x00,,
1.704945875000000,0x00,,
1.705518875000000,0x00,,
1.706091875000000,0x00,,
1.706664750000000,0x00,,
1.707237750000000,0x10,,
1.707810750000000,0x00,,
1.708383625000000,0x00,,
1.708956625000000,0x00,,
1.709529625000000,0x00,,
1.710102625000000,0x00,,
1.710675500000000,0x10,,
1.711248625000000,0x00,,
1.711821500000000,0x00,,
1.712394500000000,0x00,,
1.712967500000000,0x00,,
1.713540500000000,0x00,,
1.714113375000000,0x10,,
1.714686375000000,0x00,,
1.715259375000000,0x00,,
1.715832375000000,0x00,,
1.716405250000000,0x00,,
1.716978375000000,0x00,,
1.717551250000000,0x5F,,
1.718124250000000,0x7E,,
1.729158375000000,0x7E,,
1.729797000000000,0x21,,
1.730465000000000,0x7E,,
1.731820375000000,0x7E,,
1.732393375000000,0xA1,,
1.732966375000000,0x10,,
1.733539250000000,0x10,,
1.734112250000000,0x00,,
1.734685250000000,0x00,,
1.735258250000000,0x00,,
1.735831125000000,0x00,,
1.736404125000000,0x00,,
1.736977125000000,0x10,,
1.737550000000000,0x00,,
1.738123125000000,0x00,,
1.738696000000000,0x00,,
1.739269125000000,0x00,,
1.739842000000000,0x00,,
1.740414875000000,0x10,,
1.740988000000000,0x00,,
1.741560875000000,0x00,,
1.742133875000000,0x00,,
1.742706875000000,0x00,,
1.743279875000000,0x00,,
1.743852750000000,0x10,,
1.744425750000000,0x00,,
1.744998750000000,0x00,,
1.745571750000000,0x00,,
1.746144750000000,0x00,,
1.746717750000000,0x00,,
1.747290625000000,0x10,,
1.747863625000000,0x00,,
1.748436625000000,0x00,,
1.749009625000000,0x00,,
1.749582625000000,0x00,,
1.750155500000000,0x00,,
1.750728500000000,0x5E,,
1.751301500000000,0x7E,,
1.762335750000000,0x7E,,
1.762974375000000,0x21,,
1.763631000000000,0x7E,,
1.764987750000000,0x7E,,
1.765560750000000,0xA1,,
1.766133750000000,0x0F,,
1.766706750000000,0x10,,
1.767279750000000,0x00,,
1.767852625000000,0x00,,
1.768425625000000,0x00,,
1.768998625000000,0x00,,
1.769571625000000,0x00,,
1.770144625000000,0x10,,
1.770717500000000,0x00,,
1.771290625000000,0x00,,
1.771863500000000,0x00,,
1.772436375000000,0x00,,
1.773009375000000,0x00,,
1.773582375000000,0x10,,
1.774155375000000,0x00,,
1.774728375000000,0x00,,
1.775301375000000,0x00,,
1.775874250000000,0x00,,
1.776447250000000,0x00,,
1.777020250000000,0x10,,
1.777593250000000,0x00,,
1.778166250000000,0x00,,
1.778739250000000,0x00,,
1.779312125000000,0x00,,
1.779885125000000,0x00,,
1.780458125000000,0x10,,
1.781031125000000,0x00,,
1.781604000000000,0x00,,
1.782177000000000,0x00,,
1.782750000000000,0x00,,
1.783323000000000,0x00,,
1.783896000000000,0x41,,
1.784468875000000,0x7E,,
1.795501750000000,0x7E,,
1.796138750000000,0x21,,
1.796795375000000,0x7E,,
1.798155250000000,0x7E,,
1.798728250000000,0xA1,,
1.799301250000000,0x0E,,
1.799874250000000,0x10,,
1.800447125000000,0x00,,
1.801020125000000,0x00,,
1.801593000000000,0x00,,
1.802166000000000,0x00,,
1.802739000000000,0x00,,
1.803312000000000,0x10,,
1.803885000000000,0x00,,
1.804458000000000,0x00,,
1.805031000000000,0x00,,
1.805603875000000,0x00,,
1.806176875000000,0x00,,
1.806749875000000,0x10,,
1.807322875000000,0x00,,
1.807895750000000,0x00,,
1.808468875000000,0x00,,
1.809041750000000,0x00,,
1.809614750000000,0x00,,
1.810187750000000,0x10,,
1.810760750000000,0x00,,
1.811333625000000,0x00,,
1.811906625000000,0x00,,
1.812479625000000,0x00,,
1.813052625000000,0x00,,
1.813625625000000,0x10,,
1.814198500000000,0x00,,
1.814771500000000,0x00,,
1.815344500000000,0x00,,
1.815917500000000,0x00,,
1.816490375000000,0x00,,
1.817063500000000,0x40,,
1.817636375000000,0x7E,,
1.828672625000000,0x7E,,
1.829311250000000,0x21,,
1.829966125000000,0x7E,,
1.831322750000000,0x7E,,
1.831895750000000,0xA1,,
1.832468625000000,0x0D,,
1.833041625000000,0x10,,
1.833614625000000,0x00,,
1.834187625000000,0x00,,
1.834760625000000,0x00,,
1.835333500000000,0x00,,
1.835906500000000,0x00,,
1.836479375000000,0x10,,
1.837052375000000,0x00,,
1.837625500000000,0x00,,
1.838198375000000,0x00,,
1.838771375000000,0x00,,
1.839344375000000,0x00,,
1.839917250000000,0x10,,
1.840490375000000,0x00,,
1.841063250000000,0x00,,
1.841636250000000,0x00,,
1.842209250000000,0x00,,
1.842782250000000,0x00,,
1.843355250000000,0x10,,
1.843928125000000,0x00,,
1.844501125000000,0x00,,
1.845074125000000,0x00,,
1.845647000000000,0x00,,
1.846220000000000,0x00,,
1.846793000000000,0x10,,
1.847366000000000,0x00,,
1.847939000000000,0x00,,
1.848511875000000,0x00,,
1.849084875000000,0x00,,
1.849657875000000,0x00,,
1.850230875000000,0x43,,
1.850803875000000,0x7E,,
1.861836875000000,0x7E,,
1.862475625000000,0x21,,
1.863132125000000,0x7E,,
1.864490125000000,0x7E,,
1.865063125000000,0xA1,,
1.865636125000000,0x0C,,
1.866209125000000,0x10,,
1.866782000000000,0x00,,
1.867355000000000,0x00,,
1.867928000000000,0x00,,
1.868501000000000,0x00,,
1.869073875000000,0x00,,
1.869647000000000,0x10,,
1.870219875000000,0x00,,
1.870792875000000,0x00,,
1.871365875000000,0x00,,
1.871938750000000,0x00,,
1.872511750000000,0x00,,
1.873084750000000,0x10,,
1.873657750000000,0x00,,
1.874230750000000,0x00,,
1.874803625000000,0x00,,
1.875376750000000,0x00,,
1.875949625000000,0x00,,
1.876522625000000,0x10,,
1.877095625000000,0x00,,
1.877668500000000,0x00,,
1.878241500000000,0x00,,
1.878814500000000,0x00,,
1.879387500000000,0x00,,
1.879960500000000,0x10,,
1.880533375000000,0x00,,
1.881106375000000,0x00,,
1.881679375000000,0x00,,
1.882252375000000,0x00,,
1.882825375000000,0x00,,
1.883398250000000,0x42,,
1.883971250000000,0x7E,,
1.895009375000000,0x7E,,
1.895648125000000,0x21,,
1.896304750000000,0x7E,,
1.897660875000000,0x7E,,
1.898233750000000,0xA1,,
1.898806750000000,0x0B,,
1.899379875000000,0x10,,
1.899952750000000,0x00,,
